fold,model,family,reduction,optimizer,n_train,n_test,search_time_s,best_params,accuracy,precision,recall,f1,balanced_accuracy,mcc,roc_auc,tn,fp,fn,tp,status,fit_time_s,n_reduced_features,balance,dataset
6,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.7563400839262908,0.1883745963401507,0.5620985010706638,0.28218220908357966,0.6682650463071708,0.2157705361760079,0.7329876239463122,7766,2262,409,525,ok,1.4054374000406824,1,smote,HR Promotion
7,RandomForest,classical,LDA,default,1200,10962,3.00002284348011e-07,{},0.6734172596241562,0.14009793253536454,0.5513918629550322,0.22342733188720174,0.6180872358253422,0.1396629523537848,0.6710643816158439,6867,3161,419,515,ok,1.6742116999812424,1,smote,HR Promotion
8,RandomForest,classical,LDA,default,1200,10961,3.00002284348011e-07,{},0.6755770458899736,0.14582770726438024,0.5787781350482315,0.23295944779982744,0.6316806510901309,0.15538697332517423,0.6981164422361226,6865,3163,393,540,ok,1.5588978999876417,1,smote,HR Promotion
9,RandomForest,classical,LDA,default,1200,10961,2.00001522898674e-07,{},0.6562357449137852,0.14677298778968353,0.6312968917470525,0.2381722604124545,0.6449264674132151,0.16790406158843516,0.7087756104985357,6604,3424,344,589,ok,1.5360043999971822,1,smote,HR Promotion
10,RandomForest,classical,LDA,default,1200,10962,4.00003045797348e-07,{},0.6793468345192483,0.1449793672627235,0.5642398286937902,0.2306850514335741,0.6271538194127109,0.15080811201104902,0.6917272963325813,6920,3108,407,527,ok,1.723747399984859,1,smote,HR Promotion
11,RandomForest,classical,LDA,default,1200,10962,3.00002284348011e-07,{},0.6817186644772851,0.15370018975332067,0.607066381156317,0.24529526281635303,0.6478690501712977,0.17473373420311678,0.7141903633423844,6906,3122,367,567,ok,1.6603956000180915,1,smote,HR Promotion
12,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.689290275497172,0.14906303236797275,0.5620985010706638,0.23563734290843807,0.6316176589916542,0.15737785248910627,0.6998074022287916,7031,2997,409,525,ok,1.6623451000195928,1,smote,HR Promotion
13,RandomForest,classical,LDA,default,1200,10961,4.00003045797348e-07,{},0.6781315573396588,0.14789687924016282,0.5841371918542336,0.2360329146816804,0.6355069684839576,0.16009380191453418,0.7035556070013609,6888,3140,388,545,ok,1.6181896000052802,1,smote,HR Promotion
14,RandomForest,classical,LDA,default,1200,10961,3.00002284348011e-07,{},0.6692819998175349,0.1478283621140764,0.6055734190782422,0.23764458464773922,0.6403914163600226,0.16441994679916722,0.7135165694682969,6771,3257,368,565,ok,1.729791399964597,1,smote,HR Promotion
0,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5528455284552846,0.734375,0.5529411764705883,0.6308724832214765,0.5527863777089783,0.09764210309059429,0.6241486068111456,21,17,38,47,ok,8.146814499981701,1,smote,Loan Approval
1,VQC,quantum,LDA,default,491,123,9.994255378842354e-08,{},0.6097560975609756,0.7126436781609196,0.7294117647058823,0.7209302325581395,0.5357585139318886,0.07262729045926761,0.5386996904024767,13,25,23,62,ok,7.723076299997047,1,smote,Loan Approval
2,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.6747967479674797,0.782051282051282,0.7261904761904762,0.7530864197530864,0.6451465201465201,0.2804497209122132,0.7206959706959707,22,17,23,61,ok,8.174063899961766,1,smote,Loan Approval
3,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.6178861788617886,0.8032786885245902,0.5833333333333334,0.6758620689655173,0.6378205128205128,0.25653997112173926,0.6037851037851037,27,12,35,49,ok,8.025518799957354,1,smote,Loan Approval
4,VQC,quantum,LDA,default,492,122,2.00001522898674e-07,{},0.5081967213114754,0.6764705882352942,0.5476190476190477,0.6052631578947368,0.4843358395989975,-0.029209035893578903,0.4984335839598998,16,22,38,46,ok,7.727266000001691,1,smote,Loan Approval
5,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.4634146341463415,0.6557377049180327,0.47058823529411764,0.547945205479452,0.4589783281733746,-0.07582001229517069,0.4535603715170279,17,21,45,40,ok,7.878484699991532,1,smote,Loan Approval
6,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5691056910569106,0.6818181818181818,0.7058823529411765,0.6936416184971098,0.48452012383900933,-0.031704680469935284,0.6170278637770897,10,28,25,60,ok,7.748938600008842,1,smote,Loan Approval
7,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5691056910569106,0.7627118644067796,0.5357142857142857,0.6293706293706294,0.5883699633699634,0.16462304268171063,0.6297313797313797,25,14,39,45,ok,7.89256559999194,1,smote,Loan Approval
8,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5447154471544715,0.6842105263157895,0.6190476190476191,0.65,0.5018315018315018,0.0035079514523364765,0.5402930402930403,15,24,32,52,ok,7.941792500030715,1,smote,Loan Approval
9,VQC,quantum,LDA,default,492,122,4.00003045797348e-07,{},0.5901639344262295,0.7125,0.6785714285714286,0.6951219512195121,0.5366541353383458,0.07145206380593037,0.580827067669173,15,23,27,57,ok,7.900435700023081,1,smote,Loan Approval
10,VQC,quantum,LDA,default,491,123,5.00003807246685e-07,{},0.6178861788617886,0.7794117647058824,0.6235294117647059,0.6928104575163399,0.6143962848297213,0.21262159715582304,0.6269349845201239,23,15,32,53,ok,7.975595199968666,1,smote,Loan Approval
11,VQC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.5691056910569106,0.6702127659574468,0.7411764705882353,0.7039106145251397,0.4626934984520124,-0.08121810564502932,0.6498452012383902,7,31,22,63,ok,6.978673799952958,1,smote,Loan Approval
12,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5365853658536586,0.7368421052631579,0.5,0.5957446808510638,0.5576923076923077,0.10767390346971883,0.5656288156288156,24,15,42,42,ok,7.925239700009115,1,smote,Loan Approval
13,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5528455284552846,0.7230769230769231,0.5595238095238095,0.6308724832214765,0.548992673992674,0.09134029517918625,0.5885225885225884,21,18,37,47,ok,7.7979325000196695,1,smote,Loan Approval
14,VQC,quantum,LDA,default,492,122,2.00001522898674e-07,{},0.6967213114754098,0.8615384615384616,0.6666666666666666,0.7516778523489933,0.7149122807017544,0.3989592730477298,0.7666040100250626,29,9,28,56,ok,7.892754600034095,1,smote,Loan Approval
0,QSVC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.5691056910569106,0.7352941176470589,0.5882352941176471,0.6535947712418301,0.5572755417956656,0.10645465622145403,0.5860681114551084,20,18,35,50,ok,1.8673462999868207,1,smote,Loan Approval
1,QSVC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5365853658536586,0.6794871794871795,0.6235294117647059,0.6503067484662577,0.4828173374613003,-0.032966144610522184,0.6356037151702787,13,25,32,53,ok,1.9577191999997012,1,smote,Loan Approval
2,QSVC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.6178861788617886,0.7605633802816901,0.6428571428571429,0.6967741935483871,0.6034798534798536,0.19495164366860385,0.6394993894993894,22,17,30,54,ok,1.9655358000309207,1,smote,Loan Approval
3,QSVC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.5772357723577236,0.7285714285714285,0.6071428571428571,0.6623376623376623,0.559981684981685,0.11272847945252226,0.5763125763125764,20,19,33,51,ok,2.201639700040687,1,smote,Loan Approval
4,QSVC,quantum,LDA,default,492,122,3.00002284348011e-07,{},0.47540983606557374,0.625,0.5952380952380952,0.6097560975609756,0.40288220551378445,-0.18931743401571297,0.4727443609022557,8,30,34,50,ok,2.1976772000198252,1,smote,Loan Approval
5,QSVC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5691056910569106,0.75,0.5647058823529412,0.6442953020134228,0.5718266253869969,0.1328619819179934,0.6167182662538699,22,16,37,48,ok,1.9184857999789529,1,smote,Loan Approval
6,QSVC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.5284552845528455,0.7142857142857143,0.5294117647058824,0.6081081081081081,0.5278637770897833,0.05151400834889318,0.554953560371517,20,18,40,45,ok,2.0378315999987535,1,smote,Loan Approval
7,QSVC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.5284552845528455,0.6585365853658537,0.6428571428571429,0.6506024096385542,0.4624542124542125,-0.07412493166611012,0.5656288156288156,11,28,30,54,ok,2.0726979000028223,1,smote,Loan Approval
8,QSVC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.6097560975609756,0.75,0.6428571428571429,0.6923076923076923,0.5906593406593407,0.1712628481442854,0.6822344322344323,21,18,30,54,ok,2.0237616999656893,1,smote,Loan Approval
9,QSVC,quantum,LDA,default,492,122,3.00002284348011e-07,{},0.5491803278688525,0.6705882352941176,0.6785714285714286,0.6745562130177515,0.4708646616541353,-0.058704470880191574,0.6112155388471178,10,28,27,57,ok,2.1868647999945097,1,smote,Loan Approval
10,QSVC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.6097560975609756,0.7681159420289855,0.6235294117647059,0.6883116883116883,0.6012383900928793,0.18851897156864772,0.5910216718266255,22,16,32,53,ok,2.1666889999760315,1,smote,Loan Approval
11,QSVC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.6747967479674797,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.6191950464396284,0.23839009287925697,0.660061919504644,18,20,20,65,ok,2.0980612999992445,1,smote,Loan Approval
12,QSVC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.5447154471544715,0.7413793103448276,0.5119047619047619,0.6056338028169014,0.5636446886446886,0.11865701897109242,0.563949938949939,24,15,41,43,ok,2.1016488000168465,1,smote,Loan Approval
13,QSVC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.5365853658536586,0.7213114754098361,0.5238095238095238,0.6068965517241379,0.543956043956044,0.08182005723484044,0.5760073260073261,22,17,40,44,ok,2.173315200023353,1,smote,Loan Approval
14,QSVC,quantum,LDA,default,492,122,3.00002284348011e-07,{},0.6229508196721312,0.796875,0.6071428571428571,0.6891891891891891,0.6325187969924813,0.24577343419642023,0.6484962406015038,25,13,33,51,ok,1.9751716000027955,1,smote,Loan Approval
0,RandomForest,classical,LDA,default,491,123,2.00001522898674e-07,{},0.5934959349593496,0.7777777777777778,0.5764705882352941,0.6621621621621622,0.6040247678018575,0.19231896450253452,0.6681114551083591,24,14,36,49,ok,0.46052020002389327,1,smote,Loan Approval
1,RandomForest,classical,LDA,default,491,123,2.00001522898674e-07,{},0.6991869918699187,0.8243243243243243,0.7176470588235294,0.7672955974842768,0.6877708978328174,0.3544423765215521,0.7410216718266254,25,13,24,61,ok,0.500714700028766,1,smote,Loan Approval
2,RandomForest,classical,LDA,default,491,123,3.00002284348011e-07,{},0.6829268292682927,0.8,0.7142857142857143,0.7547169811320755,0.6648351648351649,0.3144854510165755,0.7387057387057387,24,15,24,60,ok,0.5392163000069559,1,smote,Loan Approval
3,RandomForest,classical,LDA,default,491,123,2.00001522898674e-07,{},0.6991869918699187,0.7974683544303798,0.75,0.7730061349693251,0.6698717948717949,0.3298248198525104,0.7464896214896215,23,16,21,63,ok,0.5091866999864578,1,smote,Loan Approval
4,RandomForest,classical,LDA,default,492,122,2.00001522898674e-07,{},0.6229508196721312,0.7794117647058824,0.6309523809523809,0.6973684210526315,0.6181077694235588,0.2202361306375849,0.7072368421052632,23,15,31,53,ok,0.5459029999910854,1,smote,Loan Approval
5,RandomForest,classical,LDA,default,491,123,2.00001522898674e-07,{},0.6910569105691057,0.7974683544303798,0.7411764705882353,0.7682926829268293,0.660061919504644,0.3085882557778709,0.7111455108359133,22,16,22,63,ok,0.4998881999636069,1,smote,Loan Approval
6,RandomForest,classical,LDA,default,491,123,2.00001522898674e-07,{},0.6585365853658537,0.7866666666666666,0.6941176470588235,0.7375,0.6365325077399381,0.25865213858108665,0.7320433436532507,22,16,26,59,ok,0.49773120001191273,1,smote,Loan Approval
7,RandomForest,classical,LDA,default,491,123,3.00002284348011e-07,{},0.7317073170731707,0.8493150684931506,0.7380952380952381,0.7898089171974523,0.7280219780219781,0.4320482184942084,0.8282967032967034,28,11,22,62,ok,0.5768969999626279,1,smote,Loan Approval
8,RandomForest,classical,LDA,default,491,123,3.00002284348011e-07,{},0.6341463414634146,0.8,0.6190476190476191,0.697986577181208,0.6428571428571428,0.26633805697108515,0.70497557997558,26,13,32,52,ok,0.49486370000522584,1,smote,Loan Approval
9,RandomForest,classical,LDA,default,492,122,3.00002284348011e-07,{},0.6475409836065574,0.7733333333333333,0.6904761904761905,0.7295597484276729,0.6215538847117794,0.231339993612718,0.7178884711779449,21,17,26,58,ok,0.5546972000156529,1,smote,Loan Approval
10,RandomForest,classical,LDA,default,491,123,4.00003045797348e-07,{},0.5934959349593496,0.7868852459016393,0.5647058823529412,0.6575342465753424,0.6113003095975232,0.205715429585765,0.6936532507739939,25,13,37,48,ok,0.5404668999835849,1,smote,Loan Approval
11,RandomForest,classical,LDA,default,491,123,4.00003045797348e-07,{},0.6829268292682927,0.7804878048780488,0.7529411764705882,0.7664670658682635,0.6396284829721361,0.2737199309863917,0.6760061919504643,20,18,21,64,ok,0.5220139999873936,1,smote,Loan Approval
12,RandomForest,classical,LDA,default,491,123,3.00002284348011e-07,{},0.6991869918699187,0.8615384615384616,0.6666666666666666,0.7516778523489933,0.717948717948718,0.4063362664046043,0.8118131868131868,30,9,28,56,ok,0.565989900031127,1,smote,Loan Approval
13,RandomForest,classical,LDA,default,491,123,2.00001522898674e-07,{},0.6585365853658537,0.7837837837837838,0.6904761904761905,0.7341772151898734,0.6401098901098901,0.2663525351568656,0.6605616605616607,23,16,26,58,ok,0.5395367000019178,1,smote,Loan Approval
14,RandomForest,classical,LDA,default,492,122,3.00002284348011e-07,{},0.6721311475409836,0.8235294117647058,0.6666666666666666,0.7368421052631579,0.6754385964912281,0.3271412020080837,0.7600250626566416,26,12,28,56,ok,0.583959000010509,1,smote,Loan Approval
0,VQC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9251961320926838,0.6454081632653061,0.2708779443254818,0.3815987933634992,0.6285083778268813,0.3864217035205733,0.7380686326679302,9889,139,681,253,ok,14.499646699987352,1,none,HR Promotion
1,VQC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9293012224046707,0.7849462365591398,0.23447537473233404,0.36108821104699096,0.6142460639118391,0.4050448614859334,0.7261745805534653,9968,60,715,219,ok,13.742569800000638,1,none,HR Promotion
2,VQC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.9323116219667944,0.7341463414634146,0.3222698072805139,0.4479166666666667,0.6557001210315613,0.4581843245241044,0.75514277368123,9919,109,633,301,ok,13.624258499999996,1,none,HR Promotion
3,VQC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.9219961682328255,0.5970149253731343,0.2572347266881029,0.3595505617977528,0.6205399800173661,0.35791893445479406,0.7307908702364355,9866,162,693,240,ok,13.891921399976127,1,none,HR Promotion
4,VQC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.9252805400967065,0.6601123595505618,0.25187566988210075,0.3646237393328161,0.6199047276414891,0.37751477342502937,0.7469170994313458,9907,121,698,235,ok,13.69912960001966,1,none,HR Promotion
5,VQC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9112388250319284,0.46919431279620855,0.31798715203426126,0.37906828334396936,0.6422404846728945,0.3404887963173806,0.74023013933577,9692,336,637,297,ok,14.217790400027297,1,none,HR Promotion
6,VQC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.9260171501550812,0.6752136752136753,0.25374732334047106,0.3688715953307393,0.6211895771070125,0.3843652802605593,0.7205743618083499,9914,114,697,237,ok,13.924655599985272,1,none,HR Promotion
7,VQC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9158000364896917,0.5168195718654435,0.1809421841541756,0.26804123711340205,0.5825931503140244,0.2710890680183305,0.7311982017801975,9870,158,765,169,ok,13.948030899977311,1,none,HR Promotion
8,VQC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.9261928656144512,0.7440944881889764,0.20257234726688103,0.3184498736310025,0.5980452482245853,0.36370876808746644,0.7292322119715386,9963,65,744,189,ok,14.116443399980199,1,none,HR Promotion
9,VQC,quantum,LDA,default,1200,10961,4.00003045797348e-07,{},0.9206276799562084,0.5714285714285714,0.27009646302250806,0.36681222707423583,0.6256246176301212,0.3568005937570688,0.7308520601052316,9839,189,681,252,ok,13.946562699973583,1,none,HR Promotion
10,VQC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.9199963510308338,0.5575757575757576,0.2955032119914347,0.38628411476557034,0.6368321803874206,0.36794688642168577,0.7405562604578699,9809,219,658,276,ok,13.233561199973337,1,none,HR Promotion
11,VQC,quantum,LDA,default,1200,10962,4.00003045797348e-07,{},0.9273855135924102,0.7429577464788732,0.2259100642398287,0.3464696223316913,0.6093152235838154,0.3842263237546373,0.704271241807735,9955,73,723,211,ok,14.044989300018642,1,none,HR Promotion
12,VQC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.9160737091771575,0.5122377622377622,0.31370449678800855,0.3891102257636122,0.6429411993313796,0.35889072098770364,0.7492049029313212,9749,279,641,293,ok,13.804870300053153,1,none,HR Promotion
13,VQC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.921722470577502,0.5894988066825776,0.2647374062165059,0.36538461538461536,0.623792715872513,0.3603334283312879,0.7345374003166268,9856,172,686,247,ok,13.60764519998338,1,none,HR Promotion
14,VQC,quantum,LDA,default,1200,10961,3.00002284348011e-07,{},0.9271051911321959,0.6871508379888268,0.26366559485530544,0.38109992254066616,0.6262484336462407,0.3964131792584048,0.7433281132229543,9916,112,687,246,ok,14.275054599973373,1,none,HR Promotion
0,QSVC,quantum,LDA,default,1200,10962,1.00000761449337e-07,{},0.9295748950921364,0.9402173913043478,0.18522483940042828,0.3094812164579606,0.592063955400254,0.40014945074462954,0.627504069974521,10017,11,761,173,ok,55.36634279997088,1,none,HR Promotion
1,QSVC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9227330779054917,0.9065420560747663,0.10385438972162742,0.18635926993275698,0.5514285909517591,0.29208443836200976,0.6509276701894224,10018,10,837,97,ok,56.25521889998345,1,none,HR Promotion
2,QSVC,quantum,LDA,default,1200,10962,1.00000761449337e-07,{},0.9217296113847838,0.6417910447761194,0.1841541755888651,0.28618968386023297,0.5872904902675079,0.31560221476245126,0.6124060873665087,9932,96,762,172,ok,56.011673100001644,1,none,HR Promotion
3,QSVC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.9273788887875194,0.8870056497175142,0.1682743837084673,0.2828828828828829,0.5831399840361243,0.36813858964646035,0.652201061037669,10008,20,776,157,ok,56.778046899999026,1,none,HR Promotion
4,QSVC,quantum,LDA,default,1200,10961,1.00000761449337e-07,{},0.9215400054739531,0.792,0.10610932475884244,0.18714555765595464,0.5517582922158791,0.2720623303476559,0.6129795842808411,10002,26,834,99,ok,56.06353769998532,1,none,HR Promotion
5,QSVC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9324940704251049,0.970873786407767,0.21413276231263384,0.3508771929824561,0.6067672188108841,0.4390252707027916,0.6227534530722969,10022,6,734,200,ok,57.14783140004147,1,none,HR Promotion
6,QSVC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9262908228425469,0.815,0.1745182012847966,0.2874779541446208,0.5854142661788961,0.35635226111385604,0.6467085949491318,9991,37,771,163,ok,56.55576800002018,1,none,HR Promotion
7,QSVC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9304871373836892,0.9942528735632183,0.18522483940042828,0.31227436823104693,0.5925625593093087,0.4135241308642776,0.6182608396703363,10027,1,761,173,ok,55.88339760003146,1,none,HR Promotion
8,QSVC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.9148800291944166,0.0,0.0,0.0,0.5,0.0,0.6548554187610169,10028,0,933,0,ok,56.99598369997693,1,none,HR Promotion
9,QSVC,quantum,LDA,default,1200,10961,3.00002284348011e-07,{},0.9325791442386644,0.9110169491525424,0.2304394426580922,0.3678357570573139,0.6141726531200313,0.43902112821046146,0.641745769936354,10007,21,718,215,ok,56.33639169996604,1,none,HR Promotion
10,QSVC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.9272942893632549,0.8512820512820513,0.1777301927194861,0.2940655447298494,0.5874191450234846,0.3692771955245482,0.6081495367574645,9999,29,768,166,ok,56.52671200002078,1,none,HR Promotion
11,QSVC,quantum,LDA,default,1200,10962,3.00002284348011e-07,{},0.9336799854041233,0.8819188191881919,0.2558886509635974,0.3966804979253112,0.6263487929728239,0.45434722891396395,0.6452129433731163,9996,32,695,239,ok,56.80627869995078,1,none,HR Promotion
12,QSVC,quantum,LDA,default,1200,10962,2.00001522898674e-07,{},0.928388980113118,0.9116022099447514,0.1766595289079229,0.29596412556053814,0.587531998199474,0.3835382026543894,0.6535970161492148,10012,16,769,165,ok,56.94745729997521,1,none,HR Promotion
13,QSVC,quantum,LDA,default,1200,10961,2.00001522898674e-07,{},0.918803028920719,0.5877551020408164,0.15434083601286175,0.24448217317487267,0.5721345185249789,0.27234645264413004,0.6543575630250305,9927,101,789,144,ok,56.53797899995698,1,none,HR Promotion
14,QSVC,quantum,LDA,default,1200,10961,1.00000761449337e-07,{},0.9148800291944166,0.0,0.0,0.0,0.5,0.0,0.4929762581171434,10028,0,933,0,ok,54.84997820004355,1,none,HR Promotion
0,RandomForest,classical,LDA,default,1200,10962,1.00000761449337e-07,{},0.8874293012224047,0.34407484407484407,0.354389721627409,0.3491561181434599,0.6457329541523562,0.28759466733982153,0.7025776967958667,9397,631,603,331,ok,1.1294985999702476,1,none,HR Promotion
1,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.8958219303046889,0.3841870824053452,0.3693790149892934,0.37663755458515286,0.6571167113239247,0.31989650419691323,0.7072788803769147,9475,553,589,345,ok,1.0107901999726892,1,none,HR Promotion
2,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.8912607188469257,0.36506276150627615,0.37366167023554603,0.3693121693121693,0.656565577838156,0.3098472786886441,0.6989574266998869,9421,607,585,349,ok,1.0828305999748409,1,none,HR Promotion
3,RandomForest,classical,LDA,default,1200,10961,2.00001522898674e-07,{},0.8851382173159383,0.32166301969365424,0.31511254019292606,0.31835408770979967,0.626642827735075,0.25566264652246146,0.7004246630335382,9408,620,639,294,ok,1.0942861000075936,1,none,HR Promotion
4,RandomForest,classical,LDA,default,1200,10961,2.00001522898674e-07,{},0.8924368214578962,0.36802575107296137,0.36763129689174706,0.367828418230563,0.6544478782025548,0.3090460198133534,0.7089084112181496,9439,589,590,343,ok,0.9816148999962024,1,none,HR Promotion
5,RandomForest,classical,LDA,default,1200,10962,1.00000761449337e-07,{},0.889618682722131,0.36088709677419356,0.38329764453961457,0.37175493250259606,0.6600373344357426,0.31147879822586133,0.712973855218237,9394,634,576,358,ok,1.045590199995786,1,none,HR Promotion
6,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.8856048166392994,0.3319327731092437,0.33832976445396146,0.33510074231177095,0.6374536736111052,0.2725407425597098,0.679274476860935,9392,636,618,316,ok,1.0078069000155665,1,none,HR Promotion
7,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.8865170589308521,0.315035799522673,0.2826552462526767,0.2979683972911964,0.6127077587466017,0.23684615164341524,0.6911449333728515,9454,574,670,264,ok,1.0180255000013858,1,none,HR Promotion
8,RandomForest,classical,LDA,default,1200,10961,3.00002284348011e-07,{},0.8815801477967339,0.3158425832492432,0.3354769560557342,0.32536382536382535,0.633933132993962,0.2606643279758394,0.7055253863672607,9350,678,620,313,ok,1.0742180999950506,1,none,HR Promotion
9,RandomForest,classical,LDA,default,1200,10961,3.00002284348011e-07,{},0.8943527050451601,0.3756906077348066,0.36441586280814575,0.36996735582154516,0.6540368105424853,0.31236730874429575,0.7166844945620644,9463,565,593,340,ok,1.007270999951288,1,none,HR Promotion
10,RandomForest,classical,LDA,default,1200,10962,2.00001522898674e-07,{},0.90311986863711,0.4193954659949622,0.35653104925053536,0.3854166666666667,0.6552798844178485,0.3345012735110806,0.7002761646405056,9567,461,601,333,ok,1.0422148000216112,1,none,HR Promotion
11,RandomForest,classical,LDA,default,1200,10962,5.00003807246685e-07,{},0.8914431673052363,0.37122736418511065,0.3950749464668094,0.38278008298755184,0.6663747289174893,0.3235197143342229,0.7080496344710185,9403,625,565,369,ok,1.0571155999787152,1,none,HR Promotion
12,RandomForest,classical,LDA,default,1200,10962,5.00003807246685e-07,{},0.8916256157635468,0.351981351981352,0.3233404710920771,0.33705357142857145,0.6339478582026001,0.2784556648033484,0.6780603710040154,9472,556,632,302,ok,1.0565251999651082,1,none,HR Promotion
13,RandomForest,classical,LDA,default,1200,10961,3.00002284348011e-07,{},0.8935316120791899,0.3645833333333333,0.33762057877813506,0.35058430717863104,0.6414369347819674,0.29294613099817585,0.6870635746170101,9479,549,618,315,ok,0.9882734999991953,1,none,HR Promotion
14,RandomForest,classical,LDA,default,1200,10961,1.00000761449337e-07,{},0.8942614724933856,0.38054968287526425,0.3858520900321543,0.38318254390633316,0.6637078559454749,0.3253692122323777,0.7163659331577906,9442,586,573,360,ok,1.0274854999734089,1,none,HR Promotion
0,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.7317073170731707,0.7321428571428571,0.9647058823529412,0.8324873096446701,0.5876160990712074,0.28373297784717416,0.701547987616099,8,30,3,82,ok,5.346741800021846,1,none,Loan Approval
1,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.7235772357723578,0.7802197802197802,0.8352941176470589,0.8068181818181818,0.6544891640866873,0.325412023017365,0.7157894736842105,18,20,14,71,ok,5.796855200023856,1,none,Loan Approval
2,VQC,quantum,LDA,default,491,123,1.00000761449337e-07,{},0.6747967479674797,0.7340425531914894,0.8214285714285714,0.7752808988764045,0.5902014652014652,0.19776644579643365,0.6730769230769231,14,25,15,69,ok,5.676110600004904,1,none,Loan Approval
3,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.8048780487804879,0.7830188679245284,0.9880952380952381,0.8736842105263158,0.6991758241758241,0.5371074443955691,0.6971916971916972,16,23,1,83,ok,5.509331499983091,1,none,Loan Approval
4,VQC,quantum,LDA,default,492,122,1.00000761449337e-07,{},0.7049180327868853,0.74,0.8809523809523809,0.8043478260869565,0.5983709273182958,0.23698281939240337,0.6647869674185464,12,26,10,74,ok,5.980334100022446,1,none,Loan Approval
5,VQC,quantum,LDA,default,491,123,2.00001522898674e-07,{},0.7235772357723578,0.7217391304347827,0.9764705882352941,0.83,0.5671826625386996,0.25176453605025323,0.7040247678018574,6,32,2,83,ok,5.7623863000189885,1,none,Loan Approval
6,VQC,quantum,LDA,default,491,123,5.00003807246685e-07,{},0.7560975609756098,0.7777777777777778,0.9058823529411765,0.8369565217391305,0.6634674922600619,0.38118819179573166,0.6832817337461301,16,22,8,77,ok,5.827236199984327,1,none,Loan Approval
7,VQC,quantum,LDA,default,491,123,4.00003045797348e-07,{},0.6747967479674797,0.7558139534883721,0.7738095238095238,0.7647058823529411,0.6176739926739927,0.23879891205156992,0.6733821733821734,18,21,19,65,ok,5.731846600014251,1,none,Loan Approval
8,VQC,quantum,LDA,default,491,123,3.00002284348011e-07,{},0.7642276422764228,0.7619047619047619,0.9523809523809523,0.8465608465608465,0.6556776556776557,0.40991831524815076,0.6901709401709402,14,25,4,80,ok,5.928057600045577,1,none,Loan Approval
